14	15	16	17	18	19	20	21	22	23	7	24	25	26	27	28	29	30	31	32	33	8	34	35	36	37	38	39	40	41	42	43	9	44	10	11	12	13
LightYellow	DarkGray	UpArrow	DarkGreen	Diamond	Nail	LightYellow	DarkBlue	DarkGray	Diamond	LightTurquiose	LightYellow	LightPurple	LightTurquiose	DarkBlue	Hat	Rabbit	Bar	Diamond	DarkGray	LightYellow	Nail	UpArrow	LightTurquiose	Bar	LightPurple	Nail	DarkBlue	Nail	Rabbit	Rabbit	Bar	DarkGray	Bar	UpArrow	UpArrow	DarkRed	DarkBlue
LightYellow	DarkGray	UpArrow	DarkGreen	Diamond	Nail	LightYellow	DarkBlue	DarkGray	Diamond	LightTurquiose	LightYellow	LightPurple	LightTurquiose	DarkBlue	Hat	Rabbit	Bar	Diamond	DarkGray	LightYellow	Nail	UpArrow	LightTurquiose	Bar	LightPurple	Nail	DarkBlue	Nail	Rabbit	Rabbit	Bar	DarkGray	Bar	UpArrow	UpArrow	DarkRed	DarkBlue
LightYellow	DarkGray	UpArrow	DarkGreen	Diamond	Nail	LightYellow	DarkBlue	DarkGray	Diamond	LightTurquiose	LightYellow	LightPurple	LightTurquiose	DarkBlue	Hat	Rabbit	Bar	Diamond	DarkGray	LightYellow	Nail	UpArrow	LightTurquiose	Bar	LightPurple	Nail	DarkBlue	Nail	Rabbit	Rabbit	Bar	DarkGray	Bar	UpArrow	UpArrow	DarkRed	DarkBlue
LightYellow_Choice	DarkGray_Choice	UpArrow_Choice	DarkGreen_Choice	Diamond_Choice	Nail_Choice	LightYellow_Choice	DarkBlue_Choice	DarkGray_Choice	Diamond_Choice	LightTurquiose_Choice	LightYellow_Choice	LightPurple_Choice	LightTurquiose_Choice	DarkBlue_Choice	Hat_Choice	Rabbit_Choice	Bar_Choice	Diamond_Choice	DarkGray_Choice	LightYellow_Choice	Nail_Choice	UpArrow_Choice	LightTurquiose_Choice	Bar_Choice	LightPurple_Choice	Nail_Choice	DarkBlue_Choice	Nail_Choice	Rabbit_Choice	Rabbit_Choice	Bar_Choice	DarkGray_Choice	Bar_Choice	UpArrow_Choice	UpArrow_Choice	DarkRed_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	LightPurple	LightTurquiose	Diamond	Hat	LightTurquiose	DarkGreen	Spade	Rabbit	Nail	Rabbit	Spade	Hat	Hat	LightTurquiose	LightYellow	Diamond	DarkBlue	UpArrow	Nail	UpArrow	Bar	Hat	DarkRed	DarkGreen	DarkGreen	Bar	DarkGreen	LightYellow	Bar	Bar	LightPurple	Diamond	LightPurple	Diamond	LightPurple	LightPurple	DarkBlue
UpArrow	LightPurple	LightTurquiose	Diamond	Hat	LightTurquiose	DarkGreen	Spade	Rabbit	Nail	Rabbit	Spade	Hat	Hat	LightTurquiose	LightYellow	Diamond	DarkBlue	UpArrow	Nail	UpArrow	Bar	Hat	DarkRed	DarkGreen	DarkGreen	Bar	DarkGreen	LightYellow	Bar	Bar	LightPurple	Diamond	LightPurple	Diamond	LightPurple	LightPurple	DarkBlue
UpArrow	LightPurple	LightTurquiose	Diamond	Hat	LightTurquiose	DarkGreen	Spade	Rabbit	Nail	Rabbit	Spade	Hat	Hat	LightTurquiose	LightYellow	Diamond	DarkBlue	UpArrow	Nail	UpArrow	Bar	Hat	DarkRed	DarkGreen	DarkGreen	Bar	DarkGreen	LightYellow	Bar	Bar	LightPurple	Diamond	LightPurple	Diamond	LightPurple	LightPurple	DarkBlue
UpArrow_Choice	LightPurple_Choice	LightTurquiose_Choice	Diamond_Choice	Hat_Choice	LightTurquiose_Choice	DarkGreen_Choice	Spade_Choice	Rabbit_Choice	Nail_Choice	Rabbit_Choice	Spade_Choice	Hat_Choice	Hat_Choice	LightTurquiose_Choice	LightYellow_Choice	Diamond_Choice	DarkBlue_Choice	UpArrow_Choice	Nail_Choice	UpArrow_Choice	Bar_Choice	Hat_Choice	DarkRed_Choice	DarkGreen_Choice	DarkGreen_Choice	Bar_Choice	DarkGreen_Choice	LightYellow_Choice	Bar_Choice	Bar_Choice	LightPurple_Choice	Diamond_Choice	LightPurple_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue	UpArrow	DarkGray	Rabbit	LightTurquiose	UpArrow	Hat	Bar	UpArrow	Nail	Rabbit	Nail	DarkGray	DarkGreen	UpArrow	DarkGray	Spade	DarkRed	Rabbit	LightPurple	UpArrow	DarkGreen	UpArrow	LightYellow	LightTurquiose	DarkGreen	Diamond	Rabbit	LightTurquiose	UpArrow	UpArrow	UpArrow	LightYellow	UpArrow	UpArrow	LightTurquiose	Rabbit	Hat
DarkBlue	UpArrow	DarkGray	Rabbit	LightTurquiose	UpArrow	Hat	Bar	UpArrow	Nail	Rabbit	Nail	DarkGray	DarkGreen	UpArrow	DarkGray	Spade	DarkRed	Rabbit	LightPurple	UpArrow	DarkGreen	UpArrow	LightYellow	LightTurquiose	DarkGreen	Diamond	Rabbit	LightTurquiose	UpArrow	UpArrow	UpArrow	LightYellow	UpArrow	UpArrow	LightTurquiose	Rabbit	Hat
DarkBlue	UpArrow	DarkGray	Rabbit	LightTurquiose	UpArrow	Hat	Bar	UpArrow	Nail	Rabbit	Nail	DarkGray	DarkGreen	UpArrow	DarkGray	Spade	DarkRed	Rabbit	LightPurple	UpArrow	DarkGreen	UpArrow	LightYellow	LightTurquiose	DarkGreen	Diamond	Rabbit	LightTurquiose	UpArrow	UpArrow	UpArrow	LightYellow	UpArrow	UpArrow	LightTurquiose	Rabbit	Hat
DarkBlue_Choice	UpArrow_Choice	DarkGray_Choice	Rabbit_Choice	LightTurquiose_Choice	UpArrow_Choice	Hat_Choice	Bar_Choice	UpArrow_Choice	Nail_Choice	Rabbit_Choice	Nail_Choice	DarkGray_Choice	DarkGreen_Choice	UpArrow_Choice	DarkGray_Choice	Spade_Choice	DarkRed_Choice	Rabbit_Choice	LightPurple_Choice	UpArrow_Choice	DarkGreen_Choice	UpArrow_Choice	LightYellow_Choice	LightTurquiose_Choice	DarkGreen_Choice	Diamond_Choice	Rabbit_Choice	LightTurquiose_Choice	UpArrow_Choice	UpArrow_Choice	UpArrow_Choice	LightYellow_Choice	UpArrow_Choice	UpArrow_Choice	LightTurquiose_Choice	Rabbit_Choice	Hat_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightTurquiose	Hat	Bar	Hat	Bar	Bar	LightPurple	Nail	DarkGray	Bar	Spade	UpArrow	Spade	Rabbit	DarkRed	Bar	LightTurquiose	DarkGray	DarkGray	DarkGreen	LightYellow	LightPurple	Nail	LightPurple	Diamond	Diamond	DarkGreen	LightTurquiose	LightPurple	Rabbit	Rabbit	LightPurple	Hat	LightPurple	LightYellow	LightPurple	LightPurple	DarkBlue
LightTurquiose	Hat	Bar	Hat	Bar	Bar	LightPurple	Nail	DarkGray	Bar	Spade	UpArrow	Spade	Rabbit	DarkRed	Bar	LightTurquiose	DarkGray	DarkGray	DarkGreen	LightYellow	LightPurple	Nail	LightPurple	Diamond	Diamond	DarkGreen	LightTurquiose	LightPurple	Rabbit	Rabbit	LightPurple	Hat	LightPurple	LightYellow	LightPurple	LightPurple	DarkBlue
LightTurquiose	Hat	Bar	Hat	Bar	Bar	LightPurple	Nail	DarkGray	Bar	Spade	UpArrow	Spade	Rabbit	DarkRed	Bar	LightTurquiose	DarkGray	DarkGray	DarkGreen	LightYellow	LightPurple	Nail	LightPurple	Diamond	Diamond	DarkGreen	LightTurquiose	LightPurple	Rabbit	Rabbit	LightPurple	Hat	LightPurple	LightYellow	LightPurple	LightPurple	DarkBlue
LightTurquiose_Choice	Hat_Choice	Bar_Choice	Hat_Choice	Bar_Choice	Bar_Choice	LightPurple_Choice	Nail_Choice	DarkGray_Choice	Bar_Choice	Spade_Choice	UpArrow_Choice	Spade_Choice	Rabbit_Choice	DarkRed_Choice	Bar_Choice	LightTurquiose_Choice	DarkGray_Choice	DarkGray_Choice	DarkGreen_Choice	LightYellow_Choice	LightPurple_Choice	Nail_Choice	LightPurple_Choice	Diamond_Choice	Diamond_Choice	DarkGreen_Choice	LightTurquiose_Choice	LightPurple_Choice	Rabbit_Choice	Rabbit_Choice	LightPurple_Choice	Hat_Choice	LightPurple_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	Nail	Bar	DarkGreen	DarkGray	LightTurquiose	Spade	DarkRed	LightPurple	Diamond	UpArrow	Bar	Hat	Rabbit	DarkBlue	DarkRed	DarkGreen	DarkGreen	Diamond	Diamond	DarkBlue	LightYellow	DarkBlue	Rabbit	DarkGray	DarkBlue	Bar	Bar	Spade	UpArrow	UpArrow	DarkGray	LightYellow	DarkGray	LightPurple	LightPurple	Bar	Spade
DarkRed	Nail	Bar	DarkGreen	DarkGray	LightTurquiose	Spade	DarkRed	LightPurple	Diamond	UpArrow	Bar	Hat	Rabbit	DarkBlue	DarkRed	DarkGreen	DarkGreen	Diamond	Diamond	DarkBlue	LightYellow	DarkBlue	Rabbit	DarkGray	DarkBlue	Bar	Bar	Spade	UpArrow	UpArrow	DarkGray	LightYellow	DarkGray	LightPurple	LightPurple	Bar	Spade
DarkRed	Nail	Bar	DarkGreen	DarkGray	LightTurquiose	Spade	DarkRed	LightPurple	Diamond	UpArrow	Bar	Hat	Rabbit	DarkBlue	DarkRed	DarkGreen	DarkGreen	Diamond	Diamond	DarkBlue	LightYellow	DarkBlue	Rabbit	DarkGray	DarkBlue	Bar	Bar	Spade	UpArrow	UpArrow	DarkGray	LightYellow	DarkGray	LightPurple	LightPurple	Bar	Spade
DarkRed_Choice	Nail_Choice	Bar_Choice	DarkGreen_Choice	DarkGray_Choice	LightTurquiose_Choice	Spade_Choice	DarkRed_Choice	LightPurple_Choice	Diamond_Choice	UpArrow_Choice	Bar_Choice	Hat_Choice	Rabbit_Choice	DarkBlue_Choice	DarkRed_Choice	DarkGreen_Choice	DarkGreen_Choice	Diamond_Choice	Diamond_Choice	DarkBlue_Choice	LightYellow_Choice	DarkBlue_Choice	Rabbit_Choice	DarkGray_Choice	DarkBlue_Choice	Bar_Choice	Bar_Choice	Spade_Choice	UpArrow_Choice	UpArrow_Choice	DarkGray_Choice	LightYellow_Choice	DarkGray_Choice	LightPurple_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
